project_id,project_name,description,state,district,latitude,longitude,category,sanctioned_amount,actual_expenditure,start_date,completion_date,contractor,reported_progress,image_path
MPL-00602,Construction of Primary Health Sub-Centre in Gandhinagar,Construction of Primary Health Sub-Centre in Gandhinagar,Tamil Nadu,Madurai,9.790135,78.155201,Healthcare Facility,3000981.83,2640414.58,2023-02-16,2023-09-19,Sundar Builders,99.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00535,Setting up of reading room and library in Sundarpur,Setting up of reading room and library in Sundarpur,Rajasthan,Ajmer,26.40983,74.684352,Library,1174386.29,1129937.7,2022-10-03,2023-01-22,Rajdhani Infra Ltd.,93.1,/static/demo_images/library_placeholder.jpg
MPL-00130,Construction of irrigation canal near Nehrunagar,Construction of irrigation canal near Nehrunagar,Bihar,Patna,25.715857,84.993301,Irrigation,1549744.01,1363625.84,2024-12-01,2025-06-25,Reliable Infra Ltd.,86.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00907,"Construction of additional classrooms at Government School, Shivnagar","Construction of additional classrooms at Government School, Shivnagar",Kerala,Kollam,8.743211,76.645237,School Infrastructure,1297861.95,1128325.78,2024-09-02,2025-02-06,Rapid Nation Builders,91.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00712,"Construction of additional classrooms at Government School, Mahadevpur","Construction of additional classrooms at Government School, Mahadevpur",Karnataka,Belagavi,15.719505,74.592225,School Infrastructure,2249900.99,2078449.52,2019-10-03,2023-08-14,Prime Engineering Works,91.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00270,Renovation of primary school building in Fatehpur,Renovation of primary school building in Fatehpur,Uttar Pradesh,Agra,27.133141,78.109867,School Infrastructure,2601397.62,2302809.39,2022-07-26,2023-01-11,Skyline Builders,98.7,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00183,Construction of open gymnasium in Ganeshpur,Construction of open gymnasium in Ganeshpur,Rajasthan,Jaipur,27.056017,75.887746,Sports Infrastructure,1491797.36,1559969.72,2023-10-04,2024-01-11,Progressive Construction Co.,90.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00287,Upgradation of health centre facilities in Krishnapur,Upgradation of health centre facilities in Krishnapur,Bihar,Patna,25.714933,85.201892,Healthcare Facility,2755253.68,2838162.05,2020-08-26,2021-05-09,United Engineering Works,99.2,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00222,Installation of drinking water supply system in Gandhinagar,Installation of drinking water supply system in Gandhinagar,Karnataka,Belagavi,15.761435,74.573398,Drinking Water,1126983.83,972037.92,2020-02-21,2020-06-21,Progressive Construction Co.,87.8,/static/demo_images/drinking_water_placeholder.jpg
MPL-00106,Installation of solar street lights in Vijaynagar,Installation of solar street lights in Vijaynagar,West Bengal,Siliguri,26.631522,88.288275,Electrification,754406.78,651744.91,2019-05-06,2019-08-09,National Engineering Works,96.2,/static/demo_images/electrification_placeholder.jpg
MPL-00157,Installation of drinking water supply system in Anandpur,Installation of drinking water supply system in Anandpur,Karnataka,Mangaluru,12.935184,74.764397,Drinking Water,922578.34,797759.35,2022-02-19,2022-05-19,United Engineering Works,86.9,/static/demo_images/drinking_water_placeholder.jpg
MPL-00607,Installation of irrigation pump sets in Vijaynagar,Installation of irrigation pump sets in Vijaynagar,West Bengal,Kolkata,22.704397,88.504063,Irrigation,2276640.93,2275840.39,2023-04-10,2023-11-18,Ganga Infra Ltd.,99.7,/static/demo_images/irrigation_placeholder.jpg
MPL-00745,Construction of public toilet complex in Krishnapur,Construction of public toilet complex in Krishnapur,Rajasthan,Jaipur,26.980426,75.722009,Sanitation,1066144.65,1055719.6,2022-08-17,2022-11-18,SuperFast Construction Co.,98.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00845,Construction of community sanitation block in Ashoknagar,Construction of community sanitation block in Ashoknagar,Karnataka,Hubli,15.425328,75.25537,Sanitation,1054117.94,916919.23,2020-01-03,2020-05-06,Shree Balaji Infra Pvt Ltd,94.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00911,Construction of Community Centre in Rampur,Construction of Community Centre in Rampur,Rajasthan,Udaipur,24.572525,73.731763,Community Hall,916529.47,834548.03,2023-12-26,2024-05-19,Rapid Nation Builders,85.6,/static/demo_images/community_hall_placeholder.jpg
MPL-00796,Construction of community sanitation block in Vijaynagar,Construction of community sanitation block in Vijaynagar,Tamil Nadu,Trichy,10.909972,78.582087,Sanitation,992249.44,979819.89,2021-02-08,2021-05-11,Apex Engineering Works,87.2,/static/demo_images/sanitation_placeholder.jpg
MPL-00261,Construction of village playground in Vijaynagar,Construction of village playground in Vijaynagar,Maharashtra,Nashik,19.983075,73.778804,Sports Infrastructure,1597730.4,1386964.48,2019-06-15,2019-10-28,Prime Engineering Works,97.5,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00788,Construction of community sanitation block in Indranagar,Construction of community sanitation block in Indranagar,Bihar,Patna,25.685836,85.036095,Sanitation,779441.39,674214.55,2023-11-29,2024-04-13,Vishwakarma Infra Ltd.,90.8,/static/demo_images/sanitation_placeholder.jpg
MPL-00674,Construction of community sanitation block in Bhagwanpur,Construction of community sanitation block in Bhagwanpur,Uttar Pradesh,Lucknow,26.721243,80.967746,Sanitation,437760.36,873362.37,2023-10-02,2023-12-09,National Builders,98.8,/static/demo_images/sanitation_placeholder.jpg
MPL-00377,Drainage system construction in Chandpur,Drainage system construction in Chandpur,Bihar,Bhagalpur,25.276708,87.039569,Sanitation,456436.96,423491.68,2020-08-18,2020-11-08,Modern Construction Co.,98.9,/static/demo_images/sanitation_placeholder.jpg
MPL-00314,Construction of village playground in Nehrunagar,Construction of village playground in Nehrunagar,West Bengal,Howrah,22.623977,88.127988,Sports Infrastructure,778924.8,792341.0,2019-07-17,2019-12-10,United Infra Ltd.,91.3,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00599,Construction of irrigation canal near Ashoknagar,Construction of irrigation canal near Ashoknagar,Tamil Nadu,Coimbatore,10.867723,76.865823,Irrigation,1720540.32,1660599.91,2020-06-16,2021-01-19,Reliable Construction Co.,96.9,/static/demo_images/irrigation_placeholder.jpg
MPL-00437,Construction of concrete road from Tagorepur to main highway,Construction of concrete road from Tagorepur to main highway,Maharashtra,Pune,18.443314,73.893001,Road Construction,1644889.57,1672012.07,2020-03-31,2020-10-20,Ganga Engineering Works,91.8,/static/demo_images/road_construction_placeholder.jpg
MPL-00830,Installation of solar street lights in Vijaynagar,Installation of solar street lights in Vijaynagar,Karnataka,Hubli,15.41936,75.125783,Electrification,517696.46,530694.42,2019-06-24,2019-09-08,Shree Balaji Infra Pvt Ltd,94.3,/static/demo_images/electrification_placeholder.jpg
MPL-00282,Drainage system construction in Gandhinagar,Drainage system construction in Gandhinagar,Tamil Nadu,Madurai,9.991811,78.188792,Sanitation,605685.34,548935.42,2021-08-30,2021-11-28,United Construction Co.,85.7,/static/demo_images/sanitation_placeholder.jpg
MPL-00198,Overhead water tank construction in Balrampur,Overhead water tank construction in Balrampur,Uttar Pradesh,Kanpur,26.423302,80.186918,Drinking Water,1057754.18,1012426.9,2022-03-20,2022-08-06,Shree Infra Ltd.,92.5,/static/demo_images/drinking_water_placeholder.jpg
MPL-00015,Construction of dispensary building in Anandpur,Construction of dispensary building in Anandpur,Tamil Nadu,Madurai,9.970163,78.10123,Healthcare Facility,2793939.6,2442464.34,2021-07-31,2022-04-02,Rajdhani Construction Co.,85.1,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00644,Construction of link road connecting Sundarpur,Construction of link road connecting Sundarpur,West Bengal,Siliguri,26.677448,88.46283,Road Construction,2948114.89,2580193.48,2022-03-08,2022-08-20,Prime Engineering Works,86.4,/static/demo_images/road_construction_placeholder.jpg
MPL-00354,Construction of link road connecting Ramganj,Construction of link road connecting Ramganj,Kerala,Kochi,9.801409,76.146761,Road Construction,2916296.37,2763010.24,2022-09-17,2023-04-30,Skyline Builders,86.9,/static/demo_images/road_construction_placeholder.jpg
MPL-00232,Building of village community hall at Chandpur,Building of village community hall at Chandpur,Bihar,Darbhanga,26.09199,85.913621,Community Hall,2328596.02,2218879.56,2020-01-26,2020-08-02,Bharat Builders,99.4,/static/demo_images/community_hall_placeholder.jpg
MPL-00573,Drainage system construction in Nehrunagar,Drainage system construction in Nehrunagar,Tamil Nadu,Coimbatore,10.964887,76.896626,Sanitation,856262.83,858004.72,2024-07-09,2024-10-07,Cityscape Engineering Works,88.0,/static/demo_images/sanitation_placeholder.jpg
MPL-00973,Repair and widening of village road in Ramganj,Repair and widening of village road in Ramganj,Tamil Nadu,Trichy,10.931309,78.652319,Road Construction,2777320.02,2425055.4,2020-04-10,2020-10-10,SuperFast Construction Co.,90.2,/static/demo_images/road_construction_placeholder.jpg
MPL-00359,Construction of open gymnasium in Saraswatipur,Construction of open gymnasium in Saraswatipur,Bihar,Darbhanga,26.236759,85.851546,Sports Infrastructure,905637.31,909648.35,2024-03-18,2024-07-24,Highway Construction Co.,92.7,/static/demo_images/sports_infrastructure_placeholder.jpg
MPL-00685,Construction of Primary Health Sub-Centre in Tagorepur,Construction of Primary Health Sub-Centre in Tagorepur,Tamil Nadu,Trichy,10.742445,78.721051,Healthcare Facility,1946353.58,529785.38,2019-03-27,2020-01-04,Bharat Builders,90.7,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00901,Construction of link road connecting Ganeshpur,Construction of link road connecting Ganeshpur,Rajasthan,Udaipur,24.56797,73.656478,Road Construction,3376735.59,3351476.6,2023-09-19,2024-03-14,Rapid Nation Builders,99.4,/static/demo_images/road_construction_placeholder.jpg
MPL-00609,Construction of community sanitation block in Ganeshpur,Construction of community sanitation block in Ganeshpur,Bihar,Muzaffarpur,26.007553,85.253849,Sanitation,509510.05,521909.44,2023-10-28,2024-02-17,Ganga Construction Co.,98.5,/static/demo_images/sanitation_placeholder.jpg
MPL-00480,Repair and widening of village road in Vijaynagar,Repair and widening of village road in Vijaynagar,Bihar,Patna,25.582473,85.03884,Road Construction,3009471.33,2921859.74,2020-06-05,2020-10-29,Highway Builders,86.5,/static/demo_images/road_construction_placeholder.jpg
MPL-00640,Construction of community sanitation block in Gopalpur,Construction of community sanitation block in Gopalpur,Maharashtra,Thane,19.33772,73.113652,Sanitation,781308.71,770713.95,2019-05-02,2019-08-01,Cityscape Construction Co.,87.2,/static/demo_images/sanitation_placeholder.jpg
MPL-00063,Check dam construction for irrigation in Mahadevpur,Check dam construction for irrigation in Mahadevpur,Karnataka,Belagavi,15.95775,74.644709,Irrigation,1720222.46,1675850.12,2021-05-01,2021-10-09,Prime Engineering Works,89.0,/static/demo_images/irrigation_placeholder.jpg
MPL-00680,Borewell and handpump installation for Ganeshpur,Borewell and handpump installation for Ganeshpur,Uttar Pradesh,Varanasi,25.342957,82.977838,Drinking Water,1001363.98,1951935.51,2020-08-19,2020-12-06,Bharat Infra Ltd.,92.0,/static/demo_images/drinking_water_placeholder.jpg
MPL-00696,Renovation of primary school building in Mahadevpur,Renovation of primary school building in Mahadevpur,Rajasthan,Jodhpur,26.344783,72.883331,School Infrastructure,1330110.41,2694264.91,2022-06-05,2022-09-27,Shree Builders,92.5,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00846,Construction of village public library in Gopalpur,Construction of village public library in Gopalpur,Karnataka,Hubli,15.363621,75.199518,Library,1374506.02,1195738.34,2023-12-25,2024-04-29,Shree Balaji Infra Pvt Ltd,92.6,/static/demo_images/library_placeholder.jpg
MPL-00551,Installation of high-mast lighting in Krishnapur,Installation of high-mast lighting in Krishnapur,Bihar,Muzaffarpur,26.199334,85.267134,Electrification,605676.38,625592.29,2020-07-14,2020-09-27,Prime Builders,87.8,/static/demo_images/electrification_placeholder.jpg
MPL-00097,Construction of Community Centre in Rampur,Construction of Community Centre in Rampur,Uttar Pradesh,Kanpur,26.536895,80.253279,Community Hall,1385657.19,1226097.71,2024-11-24,2025-07-04,United Infra Ltd.,96.2,/static/demo_images/community_hall_placeholder.jpg
MPL-00205,Borewell and handpump installation for Ashoknagar,Borewell and handpump installation for Ashoknagar,Karnataka,Bengaluru,13.056664,77.579765,Drinking Water,662510.71,636412.79,2023-04-06,2023-07-26,National Infra Ltd.,96.6,/static/demo_images/drinking_water_placeholder.jpg
MPL-00193,Construction of irrigation canal near Mahadevpur,Construction of irrigation canal near Mahadevpur,Bihar,Bhagalpur,25.333345,87.050924,Irrigation,2587095.04,2364725.57,2019-07-07,2020-01-30,Shree Balaji Infra Pvt Ltd,98.0,/static/demo_images/irrigation_placeholder.jpg
MPL-00855,Construction of dispensary building in Bhagwanpur,Construction of dispensary building in Bhagwanpur,Tamil Nadu,Trichy,10.892637,78.772594,Healthcare Facility,3517743.49,3256098.62,2019-12-06,2020-08-01,Rapid Nation Builders,99.0,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00766,Check dam construction for irrigation in Indranagar,Check dam construction for irrigation in Indranagar,Karnataka,Hubli,15.2908,75.098904,Irrigation,1285717.1,1154583.4,2020-01-19,2020-07-13,Modern Engineering Works,93.6,/static/demo_images/irrigation_placeholder.jpg
MPL-00069,Renovation of panchayat library building in Gopalpur,Renovation of panchayat library building in Gopalpur,Tamil Nadu,Coimbatore,11.111073,77.096517,Library,963009.36,897206.56,2020-10-20,2021-02-03,Metro Infra Ltd.,91.2,/static/demo_images/library_placeholder.jpg
MPL-00482,Construction of school boundary wall in Gandhinagar,Construction of school boundary wall in Gandhinagar,Karnataka,Mysuru,12.275145,76.783462,School Infrastructure,2100980.15,1929624.56,2021-08-25,2022-02-07,Sundar Infra Ltd.,94.9,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00154,Construction of village public library in Gopalpur,Construction of village public library in Gopalpur,Karnataka,Belagavi,15.988506,74.618393,Library,1272130.06,1318881.23,2022-07-04,2022-11-03,Prime Construction Co.,96.4,/static/demo_images/library_placeholder.jpg
MPL-00184,Renovation of primary school building in Mahadevpur,Renovation of primary school building in Mahadevpur,Tamil Nadu,Trichy,10.687036,78.611244,School Infrastructure,2655374.71,2663601.02,2019-05-12,2019-10-17,Reliable Builders,94.2,/static/demo_images/school_infrastructure_placeholder.jpg
MPL-00427,Drainage system construction in Rampur,Drainage system construction in Rampur,Rajasthan,Kota,25.074199,75.800145,Sanitation,431411.71,378355.46,2021-06-27,2021-10-06,Prime Engineering Works,97.8,/static/demo_images/sanitation_placeholder.jpg
MPL-00326,Construction of dispensary building in Sundarpur,Construction of dispensary building in Sundarpur,Karnataka,Mysuru,12.212612,76.682395,Healthcare Facility,2508192.48,2249848.65,2024-02-24,2024-08-23,Cityscape Construction Co.,97.0,/static/demo_images/healthcare_facility_placeholder.jpg
MPL-00011,Upgradation of health centre facilities in Ashoknagar,Upgradation of health centre facilities in Ashoknagar,Bihar,Darbhanga,26.037666,85.87223,Healthcare Facility,2634309.27,2741692.11,2024-08-12,2025-04-29,Sundar Infra Ltd.,92.6,/static/demo_images/healthcare_facility_placeholder.jpg
